Marital status,Application order,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (pass rate),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (pass rate),Curricular units 2nd sem (grade),Target
1,3,1,1,135.0,38,38,133.3,1,0,0,1,0,1,18,0,6,6,1.0,14.833333333333334,6,6,1.0,14.166666666666666,1
1,1,1,1,140.0,1,1,144.3,1,0,0,1,0,0,19,0,7,7,1.0,13.0,9,9,1.0,13.22222222222222,1
1,3,1,1,145.0,1,1,133.6,1,0,0,1,0,0,18,0,7,7,1.0,13.087142857142856,8,8,1.0,12.95,1
1,1,1,1,133.0,1,37,123.2,1,0,0,1,0,1,19,0,6,6,1.0,13.333333333333334,6,6,1.0,13.666666666666666,1
1,1,1,1,127.0,3,1,137.2,1,0,0,1,0,0,18,0,6,6,1.0,12.166666666666666,6,4,0.6666666666666666,12.75,1
1,1,1,42,130.0,40,19,130.0,1,0,0,0,0,1,22,0,6,6,1.0,11.0,6,4,0.6666666666666666,12.0,1
1,2,1,1,117.0,19,1,110.0,1,0,1,0,0,0,18,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,4,1,1,125.0,19,19,118.0,1,0,0,1,0,0,19,0,5,5,1.0,13.6,5,5,1.0,12.2,1
1,1,1,1,141.0,38,38,128.4,1,0,0,1,0,0,18,0,6,6,1.0,15.5,6,6,1.0,14.0,1
1,3,1,1,122.0,1,3,113.6,0,0,0,1,0,0,19,0,7,7,1.0,13.857142857142858,7,7,1.0,14.285714285714286,1
1,2,1,1,118.0,19,1,113.5,1,0,1,1,0,0,20,0,5,2,0.4,11.5,5,3,0.6,10.0,1
1,3,1,1,142.0,1,38,146.9,1,0,0,1,0,1,18,0,6,6,1.0,13.0,6,6,1.0,12.166666666666666,1
1,1,1,1,143.0,3,3,141.3,0,0,1,0,0,0,23,0,6,6,1.0,14.0,6,4,0.6666666666666666,13.0,1
1,4,1,1,143.0,1,3,129.7,1,0,0,1,0,0,20,0,4,0,0.0,0.0,6,0,0.0,0.0,0
1,5,1,1,123.0,3,1,121.3,1,0,0,1,0,0,20,0,6,6,1.0,11.166666666666666,6,6,1.0,11.5,1
1,1,1,1,115.0,1,1,109.1,1,0,1,0,0,1,22,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,2,1,1,112.0,19,38,107.1,1,0,0,1,0,1,18,0,7,7,1.0,12.142857142857142,7,6,0.8571428571428571,13.666666666666666,1
1,1,1,1,135.0,19,38,129.2,0,0,0,1,0,1,18,0,7,7,1.0,14.145714285714286,8,8,1.0,13.627777777777778,1
1,1,1,1,162.0,3,4,154.1,0,0,0,1,0,0,18,0,7,7,1.0,14.45,8,8,1.0,14.144444444444444,1
1,1,1,1,143.0,19,3,147.2,0,0,0,1,0,0,18,0,7,7,1.0,15.714285714285714,7,7,1.0,15.0,1
1,1,1,1,130.0,1,1,120.0,0,0,0,1,0,0,21,0,5,5,1.0,12.8,5,3,0.6,12.666666666666666,1
1,1,1,1,136.0,1,37,130.8,0,0,0,1,0,0,20,0,6,6,1.0,12.5,6,6,1.0,11.5,1
1,1,1,1,125.0,1,1,120.8,1,0,0,1,0,0,18,0,6,6,1.0,14.5,6,6,1.0,12.833333333333334,1
1,2,1,1,132.0,19,37,125.4,1,0,0,0,0,1,20,0,7,7,1.0,13.462857142857144,8,7,0.875,13.164285714285716,1
1,1,0,1,123.0,34,37,121.3,1,0,0,1,0,0,25,0,6,6,1.0,12.833333333333334,6,6,1.0,12.833333333333334,1
1,1,1,1,142.0,19,19,127.0,1,0,0,1,0,1,18,0,5,5,1.0,12.0,5,4,0.8,11.6,1
1,3,1,1,147.0,12,19,151.6,1,0,0,1,0,0,19,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,1,1,1,140.0,1,19,131.6,1,0,0,1,0,0,20,1,7,6,0.8571428571428571,14.714285714285714,7,6,0.8571428571428571,13.2,1
1,2,1,1,133.1,19,19,106.0,1,0,0,1,0,1,20,0,6,6,1.0,12.571428571428571,6,6,1.0,13.285714285714286,1
1,4,1,1,114.0,1,1,111.6,1,0,0,1,0,1,21,0,6,6,1.0,12.5,6,6,1.0,11.5,1
1,3,1,1,125.0,1,3,117.3,1,0,0,1,0,0,18,0,6,6,1.0,14.0,6,5,0.8333333333333334,14.0,1
1,1,1,1,127.0,1,1,121.4,1,0,0,1,0,0,18,0,7,7,1.0,11.571428571428571,7,6,0.8571428571428571,13.166666666666666,0
1,3,1,1,132.0,1,3,126.1,1,0,0,1,0,1,18,0,6,6,1.0,15.833333333333334,6,6,1.0,15.333333333333334,1
1,4,1,1,148.0,19,19,137.0,1,0,0,1,0,0,18,0,8,8,1.0,14.25,8,8,1.0,14.25,1
1,1,1,1,139.0,3,19,120.8,0,0,0,1,0,0,19,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,136.0,39,3,128.7,1,0,0,1,0,0,20,0,6,6,1.0,11.666666666666666,6,6,1.0,11.0,0
1,1,1,9,133.1,34,34,118.0,0,0,0,1,0,0,47,0,6,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,120.0,1,3,120.0,0,0,1,1,0,0,21,1,5,5,1.0,13.2,5,2,0.4,12.5,1
2,1,1,1,130.0,37,37,160.0,0,0,0,1,1,0,31,0,6,2,0.3333333333333333,12.0,6,1,0.16666666666666666,10.0,0
2,1,1,1,110.0,37,37,150.0,1,0,0,1,1,0,46,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,3,1,1,133.0,3,1,121.8,1,0,0,1,1,0,18,0,5,4,0.8,12.0,5,2,0.4,11.0,1
1,3,1,1,138.0,3,3,125.4,1,1,0,1,1,0,19,0,5,3,0.6,13.333333333333334,5,4,0.8,10.75,0
1,1,1,1,131.0,1,37,126.6,1,0,0,1,1,0,23,0,7,5,0.7142857142857143,12.414285714285713,7,2,0.2857142857142857,13.5,1
1,1,1,39,150.0,3,1,150.0,0,0,0,0,1,0,22,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,125.0,38,1,114.5,1,0,0,1,1,0,19,0,5,5,1.0,13.8,5,5,1.0,12.4,1
1,1,1,1,108.0,3,3,107.0,0,0,1,0,0,0,19,1,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,116.0,3,1,115.7,0,0,0,0,1,0,22,0,5,4,0.8,11.5,5,4,0.8,14.0,1
1,1,1,1,133.1,3,34,120.0,0,0,1,0,1,0,29,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,3,1,1,147.0,37,38,134.8,1,0,0,1,0,0,18,0,7,6,0.8571428571428571,14.016666666666666,7,6,0.8571428571428571,14.016666666666666,1
1,1,1,1,143.0,38,34,133.6,1,0,0,1,0,0,18,0,6,5,0.8333333333333334,11.4,6,5,0.8333333333333334,10.8,1
1,1,1,1,115.0,37,37,129.0,1,0,1,0,0,1,23,0,0,0,0.0,0.0,0,0,0.0,0.0,0
2,1,0,1,160.0,1,1,128.4,0,0,0,1,0,0,34,0,5,5,1.0,10.4,5,5,1.0,12.0,1
1,1,1,1,118.0,19,19,122.2,0,0,0,1,0,0,19,0,5,3,0.6,10.666666666666666,5,4,0.8,10.25,1
1,1,1,1,122.0,1,1,113.3,1,0,0,1,0,0,18,0,5,4,0.8,14.25,5,5,1.0,12.714285714285714,1
1,6,1,1,143.0,1,19,129.9,0,0,0,1,0,1,20,0,7,7,1.0,13.914285714285713,8,8,1.0,14.10625,1
1,6,1,1,133.0,3,3,126.2,1,0,0,1,0,0,19,0,7,7,1.0,13.761111111111113,8,7,0.875,12.82375,1
1,2,1,1,122.0,19,19,112.6,1,0,0,1,0,0,22,0,6,5,0.8333333333333334,12.6,6,4,0.6666666666666666,11.25,1
1,1,1,1,164.0,19,19,149.0,1,0,0,1,0,1,23,0,6,6,1.0,13.857142857142858,6,6,1.0,14.166666666666666,1
2,1,1,1,133.1,1,19,120.0,0,0,0,1,1,1,34,0,8,7,0.875,13.842857142857143,8,7,0.875,13.842857142857143,1
1,4,1,1,127.0,19,19,120.4,1,0,1,0,1,0,18,0,5,0,0.0,0.0,5,0,0.0,0.0,1
1,3,1,1,140.0,1,39,128.1,1,1,0,1,1,0,21,0,6,5,0.8333333333333334,11.8,6,0,0.0,0.0,0
1,1,1,1,127.0,1,19,141.7,1,0,0,1,1,0,22,0,6,6,1.0,12.666666666666666,6,6,1.0,13.833333333333334,0
1,1,1,12,133.1,37,1,130.0,0,0,0,1,1,0,28,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,4,1,1,115.0,19,37,113.3,1,0,0,1,1,0,23,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,108.0,34,38,105.9,0,0,0,1,1,0,20,0,6,4,0.6666666666666666,10.75,6,2,0.3333333333333333,10.0,0
1,2,1,1,136.0,1,2,122.7,1,0,0,1,1,0,18,0,5,5,1.0,12.6,5,3,0.6,13.25,0
1,2,1,12,133.1,19,38,120.0,1,0,1,0,1,0,28,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,39,120.0,1,19,119.8,0,0,0,1,1,0,21,0,7,2,0.2857142857142857,12.0,9,7,0.7777777777777778,12.142857142857142,0
1,1,1,1,133.1,38,19,122.9,0,0,1,0,1,0,25,0,6,3,0.5,14.0,6,2,0.3333333333333333,14.5,0
1,1,1,39,160.0,1,1,160.0,1,1,0,0,1,0,19,0,6,6,1.0,14.0,6,6,1.0,13.5,0
1,4,1,1,128.0,1,1,125.2,1,0,0,1,1,1,18,0,7,7,1.0,14.682857142857143,8,8,1.0,15.055555555555555,1
1,1,1,3,130.0,1,38,143.4,0,0,0,1,1,0,29,0,3,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,19,133.1,37,38,96.7,0,0,0,1,1,1,29,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,137.0,19,19,126.9,0,0,0,1,1,0,20,0,6,6,1.0,13.857142857142858,6,5,0.8333333333333334,12.8,1
1,1,1,1,163.0,19,1,143.1,0,0,0,1,1,0,18,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,1,1,1,125.0,1,1,114.5,0,0,0,1,1,0,20,0,6,6,1.0,13.142857142857142,6,6,1.0,12.5,1
2,1,1,1,120.0,34,34,140.0,1,0,0,1,1,0,33,0,5,1,0.2,18.0,5,2,0.4,13.0,0
1,1,0,1,150.0,19,19,113.7,0,0,0,1,1,0,30,0,15,13,0.8666666666666667,11.461538461538462,11,10,0.9090909090909091,11.583333333333334,1
1,1,1,1,135.0,1,1,131.5,0,0,0,1,1,1,21,0,7,5,0.7142857142857143,11.2,8,6,0.75,11.583333333333334,1
1,1,1,1,148.0,1,19,143.5,0,0,1,1,1,0,18,0,6,5,0.8333333333333334,15.0,6,4,0.6666666666666666,14.5,1
1,1,1,1,138.0,38,38,126.8,0,0,0,1,1,1,19,0,7,7,1.0,14.244444444444444,8,8,1.0,12.233333333333333,1
1,1,1,1,119.0,38,19,115.2,0,0,0,1,1,1,21,0,6,4,0.6666666666666666,11.5,6,5,0.8333333333333334,11.0,0
1,2,1,1,130.0,19,19,100.0,0,0,0,1,1,1,25,0,7,2,0.2857142857142857,10.0,7,0,0.0,0.0,0
1,2,1,1,135.0,19,19,121.4,0,0,0,1,1,0,19,0,5,3,0.6,12.333333333333334,5,5,1.0,11.6,1
1,1,1,39,120.0,19,1,120.0,1,0,0,1,1,0,23,0,7,5,0.7142857142857143,12.2,9,7,0.7777777777777778,12.142857142857142,0
1,2,1,1,126.0,38,38,129.9,1,0,0,1,1,1,19,0,6,6,1.0,13.666666666666666,6,5,0.8333333333333334,13.2,1
1,1,1,1,149.0,3,2,151.1,1,0,0,1,1,0,19,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,1,1,1,110.0,19,37,120.0,0,0,1,0,1,0,31,0,6,1,0.16666666666666666,11.0,6,0,0.0,0.0,0
1,1,1,1,133.1,37,37,130.0,0,0,1,0,1,0,32,0,6,3,0.5,13.0,10,6,0.6,11.428571428571429,0
1,2,1,1,127.0,2,38,119.0,1,0,0,1,0,1,19,0,8,7,0.875,12.599999999999998,8,7,0.875,12.599999999999998,1
1,1,1,6,120.0,34,34,122.0,1,0,0,1,0,0,34,0,10,10,1.0,12.2,10,9,0.9,12.333333333333334,1
1,6,1,1,136.0,38,14,129.7,1,0,0,1,0,0,21,0,6,6,1.0,13.166666666666666,6,6,1.0,13.0,1
1,2,1,1,110.0,37,37,112.5,1,0,0,1,0,1,53,0,7,6,0.8571428571428571,11.0,7,7,1.0,11.0,1
1,1,1,1,136.0,19,19,136.0,0,0,0,1,0,1,19,0,7,7,1.0,14.014285714285714,8,8,1.0,15.35,1
1,3,1,1,145.0,38,38,133.1,0,0,0,1,0,1,20,0,6,4,0.6666666666666666,13.0,6,4,0.6666666666666666,11.25,1
1,2,1,1,159.0,1,19,151.3,1,0,0,1,0,0,18,0,6,6,1.0,14.0,6,6,1.0,14.666666666666666,1
1,1,1,1,147.0,37,38,133.3,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0,0,0.0,0.0,0
1,1,1,1,150.0,37,37,130.8,1,0,0,1,0,1,21,0,8,7,0.875,14.428571428571429,8,7,0.875,14.428571428571429,1
1,1,0,3,140.0,37,12,140.0,0,0,0,0,0,0,26,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,39,150.0,1,1,150.0,1,0,0,1,0,0,26,0,18,18,1.0,11.833333333333334,13,13,1.0,12.461538461538462,1
2,1,0,39,130.0,1,37,130.0,0,0,0,0,0,0,21,0,5,3,0.6,11.333333333333334,5,1,0.2,13.0,0
1,1,1,1,120.0,37,37,125.3,0,0,0,1,0,0,18,0,6,6,1.0,12.5,6,6,1.0,13.0,1
1,1,1,39,130.0,19,37,124.0,1,0,0,1,0,1,21,0,12,12,1.0,13.333333333333334,12,11,0.9166666666666666,12.545454545454543,1
1,1,1,1,112.0,38,19,113.8,1,0,0,1,0,0,21,0,6,6,1.0,10.833333333333334,6,4,0.6666666666666666,11.0,1
1,1,1,1,128.0,19,19,124.4,0,0,0,1,0,1,19,0,6,6,1.0,13.0,6,6,1.0,14.0,1
1,1,1,1,114.0,19,19,107.7,0,0,0,1,0,0,19,0,5,2,0.4,10.0,5,2,0.4,14.0,0
1,2,1,1,118.0,38,38,110.0,0,0,0,1,0,1,19,0,6,6,1.0,11.428571428571429,6,5,0.8333333333333334,11.2,1
1,1,1,3,130.0,37,38,130.0,1,0,0,1,0,0,27,0,8,8,1.0,12.8875,8,8,1.0,12.8875,1
1,2,1,1,145.0,37,1,138.8,1,0,0,1,0,1,18,0,7,6,0.8571428571428571,12.95,7,6,0.8571428571428571,12.95,1
1,2,1,1,121.0,19,19,126.3,1,0,0,1,0,0,20,0,5,1,0.2,10.0,5,0,0.0,0.0,0
1,3,1,1,114.0,1,1,114.5,1,0,0,1,0,1,19,0,7,7,1.0,13.094285714285714,8,8,1.0,12.55,1
1,4,1,1,127.0,1,1,116.5,1,0,0,1,0,0,20,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,2,1,1,145.0,19,38,128.6,1,0,0,1,0,1,19,0,6,5,0.8333333333333334,11.714285714285714,6,6,1.0,11.0,1
1,5,1,1,130.0,19,1,130.0,1,0,0,1,0,0,20,0,6,4,0.6666666666666666,11.25,6,3,0.5,10.0,1
1,1,1,1,150.0,38,19,134.6,0,0,0,1,0,0,20,0,0,0,0.0,0.0,0,0,0.0,0.0,0
1,1,1,1,145.0,37,37,146.8,0,0,0,1,0,0,18,0,6,6,1.0,13.166666666666666,6,6,1.0,13.333333333333334,1
1,1,1,1,128.0,19,1,135.7,1,0,0,1,0,0,20,0,5,4,0.8,12.75,5,5,1.0,13.4,1
2,1,0,1,140.0,37,37,120.0,0,0,0,0,0,0,38,0,5,5,1.0,10.6,5,2,0.4,11.0,0
4,1,0,1,130.0,37,37,138.0,0,0,0,1,0,0,42,0,6,5,0.8333333333333334,11.2,6,6,1.0,12.0,1
1,1,1,1,140.0,37,37,135.5,0,0,0,1,0,0,32,0,7,0,0.0,0.0,8,0,0.0,0.0,0
1,1,1,1,120.0,19,19,120.0,1,0,0,1,0,0,22,1,6,6,1.0,13.0,6,6,1.0,13.666666666666666,1
2,1,0,1,147.0,34,34,111.7,1,0,0,1,0,0,28,0,5,0,0.0,0.0,5,0,0.0,0.0,0
2,1,0,9,133.1,37,37,100.0,1,0,0,1,0,0,37,0,6,0,0.0,0.0,6,0,0.0,0.0,0
2,1,1,39,160.0,37,38,160.0,0,0,0,1,0,0,43,0,6,6,1.0,14.166666666666666,6,6,1.0,15.0,1
6,1,0,1,133.1,37,1,114.8,0,0,0,1,0,1,41,0,6,5,0.8333333333333334,12.833333333333334,6,6,1.0,12.333333333333334,1
4,1,0,19,140.0,37,37,131.0,0,0,0,1,0,1,29,0,6,4,0.6666666666666666,11.75,6,5,0.8333333333333334,10.4,1
1,1,0,1,133.1,37,37,97.0,0,0,0,1,0,1,35,0,6,6,1.0,10.833333333333334,6,6,1.0,11.5,1
1,6,1,1,131.0,1,3,131.7,1,0,0,1,0,0,18,0,6,4,0.6666666666666666,11.75,6,4,0.6666666666666666,12.25,0
1,1,1,19,133.1,37,37,120.0,0,0,0,0,0,1,39,0,7,3,0.42857142857142855,11.5,7,2,0.2857142857142857,10.5,0
4,1,0,1,120.0,37,37,110.0,0,0,0,1,0,0,37,0,5,2,0.4,10.0,5,3,0.6,11.333333333333334,1
1,1,1,1,130.0,37,37,133.0,1,0,0,1,0,1,26,0,7,6,0.8571428571428571,13.7,7,6,0.8571428571428571,13.7,1
1,1,1,3,140.0,19,20,140.0,1,0,0,1,0,0,32,0,5,1,0.2,14.0,5,0,0.0,0.0,0
2,1,0,1,133.1,37,37,100.0,0,0,1,1,0,0,37,0,8,7,0.875,11.375,7,6,0.8571428571428571,12.166666666666666,1
1,1,1,1,140.0,37,19,129.3,1,0,1,1,0,0,28,0,6,0,0.0,0.0,6,0,0.0,0.0,1
1,1,1,1,133.1,19,37,137.0,1,0,0,1,0,0,19,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,5,1,1,125.0,37,38,122.2,1,0,0,1,0,0,18,0,5,1,0.2,11.0,5,2,0.4,12.5,1
1,1,1,1,115.0,19,38,108.0,0,0,0,1,0,1,19,0,7,6,0.8571428571428571,13.0,7,7,1.0,13.285714285714286,1
2,1,1,3,110.0,37,37,110.0,0,0,0,1,0,0,32,0,11,8,0.7272727272727273,13.6,8,8,1.0,15.11111111111111,1
2,1,1,1,140.0,37,37,127.7,1,0,0,1,0,0,31,0,5,3,0.6,11.0,5,2,0.4,11.5,0
1,1,1,1,100.0,3,1,121.3,1,0,0,1,0,0,34,0,8,7,0.875,11.705714285714285,8,7,0.875,11.705714285714285,1
1,3,1,1,145.0,1,1,140.1,1,0,0,1,0,0,20,0,12,12,1.0,13.25,11,11,1.0,14.333333333333334,1
1,1,1,19,133.1,38,38,114.8,0,0,0,1,0,0,28,0,7,1,0.14285714285714285,10.75,7,1,0.14285714285714285,10.0,0
1,1,0,39,150.0,37,37,150.0,0,0,0,1,0,0,31,0,6,6,1.0,12.0,7,7,1.0,13.428571428571429,1
1,1,1,1,145.0,19,38,131.7,1,0,0,1,0,0,18,0,6,6,1.0,12.666666666666666,6,4,0.6666666666666666,12.25,1
4,1,0,19,133.1,37,37,110.0,0,0,0,0,0,0,31,0,6,5,0.8333333333333334,11.4,6,3,0.5,11.0,0
1,3,1,1,110.0,19,19,105.5,1,0,0,1,0,0,19,0,6,6,1.0,13.0,6,5,0.8333333333333334,12.4,1
1,1,1,1,128.0,37,19,127.3,1,0,0,1,0,1,19,0,6,6,1.0,14.0,6,6,1.0,12.285714285714286,1
2,1,1,19,133.1,37,37,130.0,1,0,0,1,0,0,31,0,6,0,0.0,0.0,5,0,0.0,0.0,1
1,1,1,3,130.0,1,19,130.0,0,0,0,1,0,0,34,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,137.0,37,37,122.7,1,0,0,1,0,1,18,0,7,7,1.0,15.285714285714286,8,8,1.0,16.075,1
1,2,1,1,123.0,37,37,113.9,1,0,0,1,0,0,18,0,6,6,1.0,13.166666666666666,6,6,1.0,12.666666666666666,1
1,1,1,1,156.0,3,19,151.1,0,0,1,1,1,0,19,0,5,5,1.0,13.6,5,5,1.0,12.833333333333334,1
1,2,1,1,133.1,3,5,125.8,1,0,0,0,1,1,22,0,4,0,0.0,0.0,4,0,0.0,0.0,0
2,1,1,1,100.0,34,34,128.2,0,0,0,1,1,0,32,0,10,10,1.0,11.4,9,4,0.4444444444444444,11.5,1
1,1,1,1,140.0,37,3,135.1,0,0,0,1,1,0,61,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,0,1,130.0,37,37,120.2,1,0,0,1,1,0,30,0,5,5,1.0,11.0,5,5,1.0,11.6,1
2,1,0,1,133.1,37,37,132.8,0,0,1,0,1,0,45,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,39,140.0,1,19,140.0,0,0,0,1,1,0,20,0,6,6,1.0,13.571428571428571,6,6,1.0,12.666666666666666,1
1,5,1,1,137.0,19,1,129.3,0,0,0,1,0,0,19,0,7,0,0.0,0.0,8,0,0.0,0.0,0
1,1,1,1,120.0,3,1,108.2,1,0,0,1,1,0,26,0,10,4,0.4,11.25,11,4,0.36363636363636365,12.0,0
1,4,1,1,125.0,1,1,125.4,1,0,0,1,1,0,19,0,5,3,0.6,13.333333333333334,5,1,0.2,11.0,0
1,1,1,1,130.0,19,37,140.2,0,0,0,1,1,1,19,0,6,6,1.0,12.0,6,6,1.0,11.666666666666666,1
1,3,1,1,115.0,38,1,116.1,1,0,0,1,1,0,19,0,6,6,1.0,12.5,6,5,0.8333333333333334,13.0,1
1,1,1,1,150.0,1,19,137.8,1,0,0,1,1,1,19,0,5,5,1.0,13.2,5,5,1.0,12.666666666666666,1
1,3,1,1,134.0,14,11,128.4,1,0,0,0,1,0,19,0,5,0,0.0,0.0,4,0,0.0,0.0,0
1,1,1,1,120.0,34,34,106.0,1,0,0,0,1,0,28,0,5,3,0.6,11.666666666666666,5,2,0.4,11.5,0
1,1,1,1,141.0,37,37,130.2,0,0,0,1,1,0,24,0,15,15,1.0,13.466666666666669,14,14,1.0,13.642857142857142,1
1,1,1,1,133.0,3,1,126.0,0,0,0,1,1,0,18,0,5,3,0.6,13.666666666666666,5,5,1.0,13.2,1
1,2,1,1,149.0,38,38,141.0,0,0,0,1,1,0,18,0,5,2,0.4,11.666666666666666,5,2,0.4,12.5,1
1,1,1,1,121.0,1,3,113.0,1,0,0,1,1,1,18,0,6,6,1.0,11.666666666666666,6,5,0.8333333333333334,10.2,1
1,1,1,39,120.0,4,1,120.0,0,0,0,1,1,0,21,0,6,5,0.8333333333333334,13.4,6,5,0.8333333333333334,12.4,1
2,1,0,1,148.0,19,37,130.9,0,0,0,0,1,0,28,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,12,133.1,37,19,120.0,0,0,0,1,1,0,58,0,6,0,0.0,0.0,6,0,0.0,0.0,0
2,1,0,1,135.0,34,34,134.1,1,0,0,0,1,0,49,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,150.0,1,38,120.0,0,0,0,1,1,0,24,0,5,3,0.6,10.666666666666666,5,2,0.4,10.5,1
1,1,1,1,130.0,34,34,114.8,0,0,0,1,1,0,25,0,5,4,0.8,13.75,5,4,0.8,14.75,1
4,1,1,1,133.1,37,38,123.0,1,0,0,1,1,0,33,0,5,1,0.2,10.0,5,0,0.0,0.0,0
2,2,1,19,133.1,37,37,118.0,0,0,0,0,1,0,33,0,5,0,0.0,0.0,5,0,0.0,0.0,0
2,1,1,1,110.0,37,37,100.0,0,0,0,1,1,0,40,0,2,1,0.5,16.0,4,4,1.0,15.5,1
2,1,0,1,170.0,37,19,151.1,0,0,0,1,1,0,48,0,5,5,1.0,12.285714285714286,5,5,1.0,11.125,1
1,3,1,1,120.0,1,19,116.9,1,0,1,0,1,0,18,0,5,3,0.6,12.0,5,3,0.6,10.333333333333334,1
1,1,1,19,133.1,38,38,106.0,1,0,0,1,1,0,24,0,7,6,0.8571428571428571,12.666666666666666,7,6,0.8571428571428571,12.666666666666666,1
2,1,1,1,139.0,19,19,127.1,0,0,0,1,1,1,23,0,5,5,1.0,11.8,5,4,0.8,13.25,1
1,1,0,19,133.1,19,37,155.5,1,0,1,0,1,0,39,0,5,5,1.0,10.6,5,5,1.0,14.666666666666666,0
1,1,1,1,133.1,1,38,101.0,0,0,0,1,1,0,21,0,11,9,0.8181818181818182,11.9,9,8,0.8888888888888888,12.25,1
1,1,1,6,120.0,35,35,128.2,1,0,0,1,1,0,34,0,6,4,0.6666666666666666,11.25,5,2,0.4,10.5,0
2,1,0,1,100.0,19,19,113.0,0,0,0,1,1,1,41,0,5,4,0.8,11.0,5,5,1.0,11.4,1
1,1,1,1,134.0,1,38,122.8,0,0,0,1,1,0,18,0,6,6,1.0,12.0,6,6,1.0,12.5,1
2,1,0,1,130.0,38,38,145.6,0,0,0,1,1,0,34,0,5,4,0.8,11.75,5,4,0.8,10.833333333333334,1
1,1,1,1,128.0,1,1,116.5,0,0,0,1,1,0,19,0,5,2,0.4,10.0,5,1,0.2,16.0,0
1,1,1,1,154.0,19,19,142.0,0,0,0,1,1,0,19,0,8,7,0.875,13.714285714285714,8,7,0.875,13.714285714285714,1
1,1,1,4,150.0,1,1,150.0,0,0,0,1,1,0,28,0,6,6,1.0,14.875,6,6,1.0,15.8,1
1,1,1,1,134.0,1,1,133.3,1,0,0,1,1,0,18,0,6,5,0.8333333333333334,10.8,6,0,0.0,0.0,0
1,1,1,1,127.0,2,2,115.8,1,0,0,1,1,0,19,0,6,3,0.5,12.0,6,2,0.3333333333333333,10.0,0
1,2,1,1,133.1,19,38,100.0,1,0,1,0,1,0,19,0,6,5,0.8333333333333334,12.5,6,2,0.3333333333333333,13.5,0
1,1,1,1,130.0,1,3,128.6,1,0,0,1,0,0,18,0,7,7,1.0,14.728571428571428,8,8,1.0,16.327272727272728,1
1,1,1,1,135.0,3,3,137.1,1,0,0,1,0,0,18,0,6,6,1.0,12.0,6,5,0.8333333333333334,14.8,1
1,1,1,1,143.0,1,3,149.0,1,0,0,1,0,0,18,0,6,6,1.0,11.428571428571429,6,6,1.0,11.0,0
1,2,1,39,150.0,3,19,147.0,1,0,0,1,0,0,19,0,6,6,1.0,14.166666666666666,6,6,1.0,13.5,1
2,1,1,3,150.0,37,37,150.0,0,0,0,1,0,0,31,0,6,5,0.8333333333333334,12.5,6,5,0.8333333333333334,14.6,1
1,1,0,1,130.0,37,37,103.5,0,0,0,1,0,1,33,0,6,6,1.0,14.166666666666666,6,6,1.0,14.333333333333334,1
1,3,1,1,113.0,3,1,107.8,1,0,0,1,0,1,20,0,7,5,0.7142857142857143,14.46,7,6,0.8571428571428571,13.55,1
1,1,1,39,130.0,19,1,130.0,1,0,0,1,0,0,22,1,6,5,0.8333333333333334,12.8,6,2,0.3333333333333333,11.5,1
1,1,1,1,115.0,1,19,109.4,1,0,0,1,0,0,19,0,6,6,1.0,12.666666666666666,6,5,0.8333333333333334,13.4,1
1,3,1,1,146.0,34,34,143.6,1,0,0,1,0,0,18,0,6,6,1.0,12.5,6,6,1.0,13.0,0
1,3,1,1,132.0,38,1,124.3,0,1,0,1,0,0,18,0,6,0,0.0,0.0,6,0,0.0,0.0,0
